Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Immediacy Index
46,PROGRESS IN POLYMER SCIENCE,PROG POLYM SCI,16.819,2.676
47,ALDRICHIMICA ACTA,ALDRICHIM ACTA,16.733,2
48,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,B AM MUS NAT HIST,16.692,1.444
49,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,16.559,3.147
50,CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,16.409,1.946
51,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,16.217,4.958
51,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,16.217,4.958
53,Cell Metabolism,CELL METAB,16.107,3.653
54,ADVANCES IN PHYSICS,ADV PHYS,15.826,0.5
55,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,15.463,3.078
56,JOURNAL OF THE NATIONAL CANCER INSTITUTE,J NATL CANCER I,14.933,3.338
57,ANNUAL REVIEW OF PHYSICAL CHEMISTRY,ANNU REV PHYS CHEM,14.688,3.241
58,Nature Chemical Biology,NAT CHEM BIOL,14.612,3.893
59,CIRCULATION,CIRCULATION,14.595,2.647
60,NATURE REVIEWS MICROBIOLOGY,NAT REV MICROBIOL,14.31,3.939
61,ARCHIVES OF GENERAL PSYCHIATRY,ARCH GEN PSYCHIAT,14.273,2.197
61,ARCHIVES OF GENERAL PSYCHIATRY,ARCH GEN PSYCHIAT,14.273,2.197
63,LANCET NEUROLOGY,LANCET NEUROL,14.27,3.674
64,NEURON,NEURON,14.17,2.599
65,NATURE NEUROSCIENCE,NAT NEUROSCI,14.164,3.297
66,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,14.101,1.6
67,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,13.99,2.638
68,NATURE METHODS,NAT METHODS,13.651,4.254
69,GENES & DEVELOPMENT,GENE DEV,13.623,2.32
70,TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,13.385,1.785
71,LANCET ONCOLOGY,LANCET ONCOL,13.283,3.4
72,LANCET INFECTIOUS DISEASES,LANCET INFECT DIS,13.165,2.98
73,Materials Today,MATER TODAY,12.929,1.156
74,MOLECULAR CELL,MOL CELL,12.903,2.748
75,DEVELOPMENTAL CELL,DEV CELL,12.882,3.403
76,BRITISH MEDICAL JOURNAL,BRIT MED J,12.827,6.032
77,BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,12.818,2.667
77,BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,12.818,2.667
79,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,12.817,1.925
80,SURFACE SCIENCE REPORTS,SURF SCI REP,12.808,2.643
81,ANNUAL REVIEW OF GENETICS,ANNU REV GENET,12.78,0.345
82,PLOS BIOLOGY,PLOS BIOL,12.683,2.184
83,MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,12.619,1.062
84,GASTROENTEROLOGY,GASTROENTEROLOGY,12.591,2.79
85,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,12.568,1.026
85,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,12.568,1.026
87,CURRENT OPINION IN CELL BIOLOGY,CURR OPIN CELL BIOL,12.543,1.989
88,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,12.537,4.161
89,Molecular Systems Biology,MOL SYST BIOL,12.243,1.815
90,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,12.188,0.143
91,PLOS MEDICINE,PLOS MED,12.185,3.684
92,ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,12.176,2.683
93,EPIDEMIOLOGIC REVIEWS,EPIDEMIOL REV,12.13,0.2
94,REPORTS ON PROGRESS IN PHYSICS,REP PROG PHYS,12.09,2.735
95,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,ANNU REV GENOM HUM G,12.029,0.714
96,ANNUAL REVIEW OF ENTOMOLOGY,ANNU REV ENTOMOL,11.918,3.308
97,TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,11.904,1.913
98,PSYCHOLOGICAL REVIEW,PSYCHOL REV,11.765,2.396
98,PSYCHOLOGICAL REVIEW,PSYCHOL REV,11.765,2.396
100,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,11.761,1.868
101,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,11.507,1.577
102,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,J AM COLL CARDIOL,11.438,2.913
103,HEPATOLOGY,HEPATOLOGY,11.355,1.932
104,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,11.237,1.538
105,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,10.987,2.764
106,ANNUAL REVIEW OF MEDICINE,ANNU REV MED,10.985,4.088
107,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,10.981,1.086
107,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,10.981,1.086
109,ANNUAL REVIEW OF MICROBIOLOGY,ANNU REV MICROBIOL,10.902,0.792
110,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,10.879,2.657
111,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,ANNU REV BIOMED ENG,10.789,1
112,CURRENT BIOLOGY,CURR BIOL,10.777,2.176
113,COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,10.566,1.784
114,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,10.545,3.113
114,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,10.545,3.113
116,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,10.455,1.274
117,BLOOD,BLOOD,10.432,2.244
118,NANO LETTERS,NANO LETT,10.371,1.524
119,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,10.283,1.074
120,ANNUAL REVIEW OF PHYTOPATHOLOGY,ANNU REV PHYTOPATHOL,10.237,0.625
121,GENOME RESEARCH,GENOME RES,10.176,2.572
122,ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS,ANNU REV ECOL EVOL S,10.161,0.133
123,AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,10.153,3.039
124,CIRCULATION RESEARCH,CIRC RES,9.989,1.7
125,ANNALS OF NEUROLOGY,ANN NEUROL,9.935,2.166
126,ACM COMPUTING SURVEYS,ACM COMPUT SURV,9.92,2.167
127,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,9.91,1.38
128,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,ANNU REV NUCL PART S,9.893,0.385
129,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,9.792,2.159
130,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,9.773,2.023
131,GUT,GUT,9.766,2.554
132,CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,9.677,0.823
133,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,9.621,1.233
134,BRAIN,BRAIN,9.603,1.593
135,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,9.443,1.409
136,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,9.412,1.25
137,ECOLOGY LETTERS,ECOL LETT,9.392,1.291
138,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,P NATL ACAD SCI USA,9.38,1.635
139,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,9.34,1.675
140,ANNUAL REVIEW OF FLUID MECHANICS,ANNU REV FLUID MECH,9.314,1.235
141,PLANT CELL,PLANT CELL,9.296,1.572
142,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,9.21,1.283
143,PROGRESS IN NEUROBIOLOGY,PROG NEUROBIOL,9.13,1.169
144,PLoS Pathogens,PLOS PATHOG,9.125,1.539
145,JOURNAL OF CELL BIOLOGY,J CELL BIOL,9.12,1.901
146,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,9.114,0.634
147,Nature Clinical Practice Oncology,NAT CLIN PRACT ONCOL,9.113,1.429
148,ARCHIVES OF INTERNAL MEDICINE,ARCH INTERN MED,9.11,2.279
149,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,9.06,1.054
150,EUROPEAN HEART JOURNAL,EUR HEART J,8.917,2.159
151,MEDICINAL RESEARCH REVIEWS,MED RES REV,8.907,2.935
152,PLoS Genetics,PLOS GENET,8.883,1.411
153,MOLECULAR & CELLULAR PROTEOMICS,MOL CELL PROTEOMICS,8.834,1.766
154,Nano Today,NANO TODAY,8.795,1.077
155,BIOLOGICAL REVIEWS,BIOL REV,8.755,0.379
156,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,8.692,3.188
157,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,8.688,0.936
158,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,8.672,1.943
159,TRENDS IN GENETICS,TRENDS GENET,8.659,2
160,LEUKEMIA,LEUKEMIA,8.634,2.067
161,ADVANCES IN IMMUNOLOGY,ADV IMMUNOL,8.625,0.227
162,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERS SOC PSYCHOL REV,8.5,0.812
163,INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,INT J NONLIN SCI NUM,8.479,0.382
164,ANNALS OF SURGERY,ANN SURG,8.46,1.064
165,DIABETES,DIABETES,8.398,2.141
166,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,ADV EXP SOC PSYCHOL,8.308,1.6
167,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,8.306,1.562
168,EMBO JOURNAL,EMBO J,8.295,2.1
169,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,8.287,2.302
170,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,8.284,1.939
171,MOLECULAR INTERVENTIONS,MOL INTERV,8.273,1.857
172,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,8.266,2.379
173,ADVANCES IN MICROBIAL PHYSIOLOGY,ADV MICROB PHYSIOL,8.25,1.75
174,ANNUAL REVIEW OF NUTRITION,ANNU REV NUTR,8.205,0.833
175,ADVANCED MATERIALS,ADV MATER,8.191,0.957
176,CURRENT OPINION IN NEUROBIOLOGY,CURR OPIN NEUROBIOL,8.102,0.535
177,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,J AM CHEM SOC,8.091,1.663
178,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,PROG ENERG COMBUST,8,0.885
179,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,7.963,2.698
180,ANNUAL REVIEW OF MATERIALS RESEARCH,ANNU REV MATER RES,7.947,0.652
181,JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,7.881,3.409
182,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,7.854,0.763
183,SYSTEMATIC BIOLOGY,SYST BIOL,7.833,0.946
184,CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY,CURR TOP DEV BIOL,7.827,1
185,BLOOD REVIEWS,BLOOD REV,7.816,0.833
186,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,7.804,1.426
187,AGING CELL,AGING CELL,7.791,1.059
188,STEM CELLS,STEM CELLS,7.741,1.526
189,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,7.59,1.204
190,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,7.586,2.014
191,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,7.548,2.16
192,Annual Review of Pathology-Mechanisms of Disease,ANNU REV PATHOL-MECH,7.529,3.609
193,CANCER RESEARCH,CANCER RES,7.514,1.153
194,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,7.505,1.686
195,ASTRONOMY AND ASTROPHYSICS REVIEW,ASTRON ASTROPHYS REV,7.5,1.75
196,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,7.485,0.588
197,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,7.483,0.79
198,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,7.464,3.305
199,JOURNAL OF NEUROSCIENCE,J NEUROSCI,7.452,1.138
200,NATURAL PRODUCT REPORTS,NAT PROD REP,7.45,2.178
201,Cell Host & Microbe,CELL HOST MICROBE,7.436,2.337
202,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,7.409,0.273
203,HYPERTENSION,HYPERTENSION,7.368,2.143
204,GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,7.367,3.052
205,DIABETES CARE,DIABETES CARE,7.349,2.04
206,MOLECULAR ASPECTS OF MEDICINE,MOL ASPECTS MED,7.32,1.029
207,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,7.28,1.259
208,HUMAN MOLECULAR GENETICS,HUM MOL GENET,7.249,1.73
209,ONCOGENE,ONCOGENE,7.216,1.419
210,CRITICAL REVIEWS IN TOXICOLOGY,CRIT REV TOXICOL,7.204,0.9
211,ANNALS OF THE RHEUMATIC DISEASES,ANN RHEUM DIS,7.188,1.964
212,PHYSICAL REVIEW LETTERS,PHYS REV LETT,7.18,1.974
213,PHYSIOLOGY,PHYSIOLOGY,7.159,1.059
214,REVIEWS IN MEDICAL VIROLOGY,REV MED VIROL,7.13,1.385
215,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,7.119,0.623
216,REVIEWS OF GEOPHYSICS,REV GEOPHYS,7.114,1.087
217,AMERICAN PSYCHOLOGIST,AM PSYCHOL,7.106,1.324
218,EMBO REPORTS,EMBO REP,7.099,1.683
219,THORAX,THORAX,7.069,1.828
220,VLDB JOURNAL,VLDB J,7.067,0.438
221,JOURNAL OF HEPATOLOGY,J HEPATOL,7.056,2.179
222,FASEB JOURNAL,FASEB J,7.049,1.388
223,NEUROLOGY,NEUROLOGY,7.043,1.796
224,HUMAN MUTATION,HUM MUTAT,7.033,1.754
225,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,7.022,0.892
226,Nature Clinical Practice Neurology,NAT CLIN PRACT NEURO,6.979,0.957
227,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,6.892,1.842
228,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,6.878,1.635
229,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,6.858,1.615
230,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,6.835,2.106
231,DEVELOPMENT,DEVELOPMENT,6.812,1.762
232,ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,6.808,0.758
233,ADVANCES IN POLYMER SCIENCE,ADV POLYM SCI,6.802,0.385
234,ARTHRITIS AND RHEUMATISM,ARTH RHEUM/AR C RES,6.787,1.016
235,CANCER AND METASTASIS REVIEWS,CANCER METAST REV,6.766,0.691
236,CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,6.763,0.583
237,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,6.74,1.083
238,Nature Clinical Practice Endocrinology & Metabolism,NAT CLIN PRACT ENDOC,6.702,1.449
239,QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,6.688,0.143
240,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,6.662,0.956
241,BIOMATERIALS,BIOMATERIALS,6.646,1.074
242,ONCOLOGIST,ONCOLOGIST,6.63,1.048
243,CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,6.629,1.081
244,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,6.624,1.167
245,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,6.618,0.788
246,CRITICAL CARE MEDICINE,CRIT CARE MED,6.594,2.065
247,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,6.592,1.372
247,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,6.592,1.372
249,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,6.559,1.213
249,ATHEROSCLEROSIS SUPPLEMENTS,ATHEROSCLEROSIS SUPP,6.559,1.462
251,EARTH-SCIENCE REVIEWS,EARTH-SCI REV,6.558,0.689
252,CURRENT OPINION IN PHARMACOLOGY,CURR OPIN PHARMACOL,6.528,0.733
253,Small,SMALL,6.525,0.856
254,EUROPEAN UROLOGY,EUR UROL,6.512,3.078
255,STRUCTURE AND BONDING,STRUCT BOND,6.511,1.115
256,STROKE,STROKE,6.499,1.279
257,PLANT JOURNAL,PLANT J,6.493,1.449
258,CLINICAL CANCER RESEARCH,CLIN CANCER RES,6.488,1.022
259,LAB ON A CHIP,LAB CHIP,6.478,0.978
260,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,6.449,1.39
261,AMERICAN JOURNAL OF GASTROENTEROLOGY,AM J GASTROENTEROL,6.444,1.106
262,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,6.443,1.075
263,DIABETOLOGIA,DIABETOLOGIA,6.418,1.357
263,KIDNEY INTERNATIONAL,KIDNEY INT,6.418,1.593
265,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,J COSMOL ASTROPART P,6.389,1.847
266,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,PROG BIOPHYS MOL BIO,6.388,1.627
267,ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,ANNU REV EARTH PL SC,6.364,1.368
268,ASTROPHYSICAL JOURNAL,ASTROPHYS J,6.331,2.083
269,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,6.325,1.13
270,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,6.306,0.889
271,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,CRIT REV SOLID STATE,6.3,0.143
272,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,J THROMB HAEMOST,6.291,1.208
273,JOURNAL OF CELL SCIENCE,J CELL SCI,6.247,0.986
274,BRAIN RESEARCH REVIEWS,BRAIN RES REV,6.236,1.972
275,AGEING RESEARCH REVIEWS,AGEING RES REV,6.209,2.04
276,CRITICAL REVIEWS IN PLANT SCIENCES,CRIT REV PLANT SCI,6.206,0.071
277,ALLERGY,ALLERGY,6.204,1.362
278,ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,6.19,2.095
279,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,6.162,1.267
280,GENOME BIOLOGY,GENOME BIOL,6.153,0.961
281,SLEEP MEDICINE REVIEWS,SLEEP MED REV,6.143,1.69
282,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,6.138,0.976
283,ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,6.125,1.209
284,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,6.123,0.897
285,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,6.11,0.75
285,PLANT PHYSIOLOGY,PLANT PHYSIOL,6.11,1.246
287,Nanomedicine,NANOMEDICINE-UK,6.093,0.768
288,ENDOSCOPY,ENDOSCOPY,6.091,1.451
289,ACADEMY OF MANAGEMENT JOURNAL,ACAD MANAGE J,6.079,0.273
290,Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,6.068,0.958
291,ANNUAL REVIEW OF PUBLIC HEALTH,ANNU REV PUBL HEALTH,6.045,1.68
291,ANNUAL REVIEW OF PUBLIC HEALTH,ANNU REV PUBL HEALTH,6.045,1.68
293,PAIN,PAIN,6.03,1.038
294,JOURNAL OF IMMUNOLOGY,J IMMUNOL,6,0.955
295,RADIOLOGY,RADIOLOGY,5.996,0.955
296,Haematologica-The Hematology Journal,HAEMATOL-HEMATOL J,5.978,1.618
297,Nature Clinical Practice Cardiovascular Medicine,NAT CLIN PRACT CARD,5.972,0.802
298,MOLECULAR THERAPY,MOL THER,5.97,1.786
299,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,5.96,0.669
300,NEUROBIOLOGY OF AGING,NEUROBIOL AGING,5.959,1.591
301,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,5.947,1.43
302,MOLECULAR AND CELLULAR BIOLOGY,MOL CELL BIOL,5.942,1.51
303,WHO TECHNICAL REPORT SERIES,WHO TECH REP SER,5.923,0
304,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,5.912,0.979
305,CEREBRAL CORTEX,CEREB CORTEX,5.907,1.619
306,NEUROSCIENTIST,NEUROSCIENTIST,5.896,0.667
307,PLoS Computational Biology,PLOS COMPUT BIOL,5.895,0.826
308,GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,5.876,0.866
309,ARCHIVES OF NEUROLOGY,ARCH NEUROL-CHICAGO,5.874,1.133
310,REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,REV PHYSIOL BIOCH P,5.867,1.4
311,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,INT J EPIDEMIOL,5.838,2.06
312,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,5.741,1.027
313,JOURNAL OF MEDICAL GENETICS,J MED GENET,5.713,1.331
314,ANALYTICAL CHEMISTRY,ANAL CHEM,5.712,0.831
315,TRAFFIC,TRAFFIC,5.709,1.185
316,AMERICAN JOURNAL OF PATHOLOGY,AM J PATHOL,5.697,0.852
317,NEUROIMAGE,NEUROIMAGE,5.694,0.984
318,JOURNAL OF CONTROLLED RELEASE,J CONTROL RELEASE,5.69,0.873
319,BREAST CANCER RESEARCH AND TREATMENT,BREAST CANCER RES TR,5.684,1.119
319,JOURNAL OF PROTEOME RESEARCH,J PROTEOME RES,5.684,0.98
321,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,5.682,1.47
322,Nature Clinical Practice Rheumatology,NAT CLIN PRACT RHEUM,5.677,0.914
323,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,5.625,0.889
324,DRUG METABOLISM REVIEWS,DRUG METAB REV,5.622,1.4
325,ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,5.619,1.008
326,CHEMISTRY & BIOLOGY,CHEM BIOL,5.603,1.272
327,GLIA,GLIA,5.599,1.045
328,CELLULAR MICROBIOLOGY,CELL MICROBIOL,5.598,1.34
329,Nature Clinical Practice Nephrology,NAT CLIN PRACT NEPHR,5.594,0.745
330,CLINICAL CHEMISTRY,CLIN CHEM,5.579,1.283
331,BRAIN PATHOLOGY,BRAIN PATHOL,5.576,1.276
332,Obesity Reviews,OBES REV,5.569,0.988
333,MOLECULAR BIOLOGY OF THE CELL,MOL BIOL CELL,5.558,1.188
334,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOS T R SOC B,5.556,2.8
335,CURRENT OPINION IN NEUROLOGY,CURR OPIN NEUROL,5.55,0.541
336,EUROPEAN RESPIRATORY JOURNAL,EUR RESPIR J,5.545,1.364
