Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Immediacy Index
40,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,14.398,2.351
41,NATURE REVIEWS IMMUNOLOGY,NAT REV IMMUNOL,14.059,4.656
42,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,14.051,2.434
43,ANNUAL REVIEW OF MICROBIOLOGY,ANNU REV MICROBIOL,13.981,0.333
44,ADVANCES IN PHYSICS,ADV PHYS,13.952,2.857
45,NEURON,NEURON,13.846,2.947
46,ANNUAL REVIEW OF PLANT BIOLOGY,ANNU REV PLANT BIOL,13.681,2.261
47,NATURE REVIEWS CANCER,NAT REV CANCER,13.625,3.484
48,GASTROENTEROLOGY,GASTROENTEROLOGY,13.44,2.429
49,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,13.276,1.913
50,SURFACE SCIENCE REPORTS,SURF SCI REP,13.238,2.3
51,TRENDS IN GENETICS,TRENDS GENET,13.216,2.305
52,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,12.918,2.885
53,IMMUNOLOGY TODAY,IMMUNOL TODAY,12.856,Not Available
54,NATURE BIOTECHNOLOGY,NAT BIOTECHNOL,12.822,4.031
55,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,12.645,3.117
56,ANNUAL REVIEW OF GENETICS,ANNU REV GENET,12.58,0.125
57,JOURNAL OF CELL BIOLOGY,J CELL BIOL,12.522,2.182
58,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,12.414,1.633
59,CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,12.111,3.065
60,TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,11.929,1.754
61,MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,11.893,0.188
62,ARCHIVES OF GENERAL PSYCHIATRY,ARCH GEN PSYCHIAT,11.622,1.279
62,ARCHIVES OF GENERAL PSYCHIATRY,ARCH GEN PSYCHIAT,11.622,1.279
64,PROGRESS IN MATERIALS SCIENCE,PROG MATER SCI,11.6,1.375
65,DEVELOPMENTAL CELL,DEV CELL,11.531,3.295
66,ANNALS OF INTERNAL MEDICINE,ANN INTERN MED,11.414,3.028
67,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON BIOMEMBRANES,BBA-REV BIOMEMBRANES,11.364,Not Available
68,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,11.136,0.667
69,ADVANCES IN CATALYSIS,ADV CATAL,10.923,1.75
70,PLANT CELL,PLANT CELL,10.751,2.071
71,CURRENT OPINION IN NEUROBIOLOGY,CURR OPIN NEUROBIOL,10.718,0.761
72,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AME,P NATL ACAD SCI USA,10.7,1.846
73,EMBO JOURNAL,EMBO J,10.698,1.96
74,PROGRESS IN NEUROBIOLOGY,PROG NEUROBIOL,10.672,1.079
75,AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,10.649,2.048
76,ADVANCES IN NUCLEAR PHYSICS,ADV NUCL PHYS,10.571,Not Available
77,ADVANCES IN IMMUNOLOGY,ADV IMMUNOL,10.486,1.667
78,CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,10.321,1.867
79,ANNUAL REVIEW OF PHYSICAL CHEMISTRY,ANNU REV PHYS CHEM,10.255,1.947
79,CIRCULATION,CIRCULATION,10.255,1.787
81,NATURE STRUCTURAL BIOLOGY,NAT STRUCT BIOL,10.244,3.221
82,JOURNAL OF CLINICAL ONCOLOGY,J CLIN ONCOL,9.868,2.227
83,GENOME RESEARCH,GENOME RES,9.863,1.897
84,HEPATOLOGY,HEPATOLOGY,9.825,1.212
85,ADVANCES IN CANCER RESEARCH,ADV CANCER RES,9.778,1.182
86,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,9.707,1.194
87,CIRCULATION RESEARCH,CIRC RES,9.694,1.695
88,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,9.688,0.8
89,BLOOD,BLOOD,9.631,1.492
90,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,9.63,1.062
91,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,9.597,0.64
92,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,9.504,0.919
93,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,9.351,1.667
94,MOLECULAR AND CELLULAR BIOLOGY,MOL CELL BIOL,8.84,1.758
95,CHEMISTRY AND PHYSICS OF CARBON,CHEM PHYS CARBON,8.75,Not Available
96,MOLECULAR MEDICINE TODAY,MOL MED TODAY,8.736,Not Available
97,BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,8.73,Not Available
97,BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,8.73,Not Available
99,HUMAN MOLECULAR GENETICS,HUM MOL GENET,8.726,1.306
100,CHEMICAL SOCIETY REVIEWS,CHEM SOC REV,8.718,1.4
101,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,8.705,0.432
102,ANNALS OF NEUROLOGY,ANN NEUROL,8.603,1.336
103,CANCER RESEARCH,CANCER RES,8.318,1.041
104,ATHEROSCLEROSIS SUPPLEMENTS,ATHEROSCLEROSIS SUPP,8.3,0.727
105,DIABETES,DIABETES,8.256,1.412
106,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,8.129,1.271
106,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,8.129,1.271
108,JOURNAL OF NEUROSCIENCE,J NEUROSCI,8.045,1.312
109,HARVARD LAW REVIEW,HARVARD LAW REV,8.036,2.083
110,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,ANNU REV GENOM HUM G,8,0.438
110,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,8,2.158
112,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,7.969,1.329
113,ANNUAL REVIEW OF MEDICINE,ANNU REV MED,7.952,3.412
114,ANNUAL REVIEW OF NUTRITION,ANNU REV NUTR,7.915,1.043
115,WHO TECHNICAL REPORT SERIES,WHO TECH REP SER,7.9,0.167
116,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,7.898,2.227
116,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,7.898,2.227
118,BIOESSAYS,BIOESSAYS,7.888,0.978
119,DEVELOPMENT,DEVELOPMENT,7.883,1.648
120,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,7.783,0.308
121,JOURNAL OF MEDICAL GENETICS,J MED GENET,7.774,0.617
122,EMBO REPORTS,EMBO REP,7.698,1.664
123,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,7.671,1.776
124,REPORTS ON PROGRESS IN PHYSICS,REP PROG PHYS,7.618,0.939
125,MOLECULAR BIOLOGY OF THE CELL,MOL BIOL CELL,7.599,1.282
126,BRITISH MEDICAL JOURNAL,BRIT MED J,7.585,2.893
127,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,7.492,0.927
128,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,7.409,0.132
129,ARTHRITIS AND RHEUMATISM,ARTHRITIS RHEUM,7.379,1.09
130,PHYSICAL REVIEW LETTERS,PHYS REV LETT,7.323,1.574
131,PROGRESS IN POLYMER SCIENCE,PROG POLYM SCI,7.279,0.778
132,PARASITOLOGY TODAY,PARASITOL TODAY,7.253,Not Available
133,FASEB JOURNAL,FASEB J,7.252,1.187
134,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,ANNU REV NUCL PART S,7.179,0.455
135,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,7.176,0.767
136,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,7.162,1.798
137,BRAIN,BRAIN,7.122,1.296
138,SYSTEMATIC BIOLOGY,SYST BIOL,7.112,1.611
139,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,7.085,0.5
140,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,7.051,1.613
141,JOURNAL OF IMMUNOLOGY,J IMMUNOL,7.014,1.115
142,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,7.011,1.737
142,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,7.011,1.737
144,CURRENT BIOLOGY,CURR BIOL,7.007,2.713
145,JOURNAL OF CELL SCIENCE,J CELL SCI,6.954,1.093
146,HUMAN MUTATION,HUM MUTAT,6.894,1.241
147,JOURNAL OF HIGH ENERGY PHYSICS,J HIGH ENERGY PHYS,6.854,2.929
148,ADVANCED MATERIALS,ADV MATER,6.801,1.025
149,AMERICAN JOURNAL OF PATHOLOGY,AM J PATHOL,6.75,0.95
149,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,6.75,0.444
149,PSYCHOLOGICAL REVIEW,PSYCHOL REV,6.75,1.412
149,PSYCHOLOGICAL REVIEW,PSYCHOL REV,6.75,1.412
153,ARCHIVES OF INTERNAL MEDICINE,ARCH INTERN MED,6.749,1.343
154,JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,6.696,1.248
155,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,6.665,1.707
156,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,MONOGR SOC RES CHILD,6.625,0
157,MOLECULAR ENDOCRINOLOGY,MOL ENDOCRINOL,6.623,1.022
158,ANNUAL REVIEW OF MATERIALS RESEARCH,ANNU REV MATER RES,6.622,0.412
159,SOLID STATE PHYSICS-ADVANCES IN RESEARCH AND APPLICATIONS,SOLID STATE PHYS,6.6,Not Available
160,MEDICINAL RESEARCH REVIEWS,MED RES REV,6.596,1.654
161,CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,6.575,0.845
162,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,6.567,1.204
163,ANTIVIRAL THERAPY,ANTIVIR THER,6.565,0.429
164,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,6.458,0.908
164,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,6.458,0.908
166,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,6.455,0.417
166,RECENT PROGRESS IN HORMONE RESEARCH,RECENT PROG HORM RES,6.455,0.75
168,ANNUAL REVIEW OF FLUID MECHANICS,ANNU REV FLUID MECH,6.45,1
169,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,6.43,1.346
170,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,6.404,1.286
171,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,6.35,1.059
172,ALDRICHIMICA ACTA,ALDRICHIM ACTA,6.333,0.833
173,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,6.329,0.795
174,GUT,GUT,6.323,0.969
175,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,6.315,0.441
176,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,6.291,0.95
177,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,6.282,1.194
178,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,J AM COLL CARDIOL,6.278,1.505
179,MOLECULAR THERAPY,MOL THER,6.275,0.948
180,PROGRESS IN SOLID STATE CHEMISTRY,PROG SOLID STATE CH,6.25,Not Available
180,PSYCHOLOGICAL INQUIRY,PSYCHOL INQ,6.25,0.2
182,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,J AM CHEM SOC,6.201,1.201
183,CEREBRAL CORTEX,CEREB CORTEX,6.188,0.93
184,ASTROPHYSICAL JOURNAL,ASTROPHYS J,6.187,1.579
185,BRAIN RESEARCH REVIEWS,BRAIN RES REV,6.178,0.174
186,EUROPEAN PHYSICAL JOURNAL C,EUR PHYS J C,6.162,1.048
187,NEUROBIOLOGY OF AGING,NEUROBIOL AGING,6.155,0.926
188,ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,ANNU REV ECOL SYST,6.15,0.28
189,EUROPEAN HEART JOURNAL,EUR HEART J,6.131,1.715
190,CHEMISTRY & BIOLOGY,CHEM BIOL,6.109,1.196
191,JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,6.096,0.765
191,JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,6.096,0.765
193,ENDOCRINE-RELATED CANCER,ENDOCR-RELAT CANCER,6.087,0.571
194,REVIEWS OF GEOPHYSICS,REV GEOPHYS,6.083,0.5
195,ANNALS OF SURGERY,ANN SURG,6.073,0.78
196,STRUCTURE,STRUCTURE,6.03,1.115
197,CLINICAL CANCER RESEARCH,CLIN CANCER RES,5.991,0.754
198,AIDS,AIDS,5.983,0.967
199,AMERICAN PSYCHOLOGIST,AM PSYCHOL,5.981,3
200,ONCOGENE,ONCOGENE,5.979,0.853
201,SEMINARS IN LIVER DISEASE,SEMIN LIVER DIS,5.954,0.385
202,NEOPLASIA,NEOPLASIA,5.917,0.391
203,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,5.915,0.964
204,NATURAL PRODUCT REPORTS,NAT PROD REP,5.9,1.4
205,COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,5.853,0.625
206,PLANT JOURNAL,PLANT J,5.85,0.798
207,MOLECULAR MICROBIOLOGY,MOL MICROBIOL,5.832,0.881
208,PLANT PHYSIOLOGY,PLANT PHYSIOL,5.8,0.687
209,BIOLOGICAL REVIEWS,BIOL REV,5.73,0.667
210,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,5.701,1.262
211,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,5.685,0.529
212,BRAIN PATHOLOGY,BRAIN PATHOL,5.652,0.768
213,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,5.63,0.419
214,NEUROIMAGE,NEUROIMAGE,5.624,0.537
215,GENE THERAPY,GENE THER,5.616,0.541
216,REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,REV PHYSIOL BIOCH P,5.615,2.167
217,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,5.601,0.838
218,REVIEWS OF REPRODUCTION,REV REPROD,5.56,Not Available
219,PHARMACOGENETICS,PHARMACOGENETICS,5.54,0.772
220,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,5.533,0.54
221,ADVANCES IN MICROBIAL PHYSIOLOGY,ADV MICROB PHYSIOL,5.524,2
222,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,5.504,0.491
223,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,5.5,0.192
224,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,5.497,0.665
225,MOLECULAR PHARMACOLOGY,MOL PHARMACOL,5.48,0.925
226,DIABETES CARE,DIABETES CARE,5.477,4.576
227,ADVANCES IN ORGANOMETALLIC CHEMISTRY,ADV ORGANOMET CHEM,5.467,Not Available
227,ADVANCES IN PROTEIN CHEMISTRY,ADV PROTEIN CHEM,5.467,0.618
229,DNA RESEARCH,DNA RES,5.456,0.478
230,TRAFFIC,TRAFFIC,5.419,1.218
231,NUCLEAR PHYSICS B,NUCL PHYS B,5.409,2.153
232,CARCINOGENESIS,CARCINOGENESIS,5.405,0.652
233,ADVANCES IN POLYMER SCIENCE,ADV POLYM SCI,5.389,0.75
234,TRENDS IN PARASITOLOGY,TRENDS PARASITOL,5.375,1.246
235,DRUGS,DRUGS,5.368,0.776
236,JOURNAL OF MOLECULAR BIOLOGY,J MOL BIOL,5.359,0.826
237,NEUROLOGY,NEUROLOGY,5.34,0.979
238,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,5.336,0.826
239,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,5.297,0.787
240,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,5.271,0.859
241,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,PROG BIOPHYS MOL BIO,5.265,0.333
242,DRUG METABOLISM REVIEWS,DRUG METAB REV,5.263,0.393
243,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,5.259,0.492
244,JOURNAL OF VIROLOGY,J VIROL,5.241,1.036
245,REVIEWS IN MEDICAL VIROLOGY,REV MED VIROL,5.229,0.4
246,QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,5.2,1
247,JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,J CLIN ENDOCR METAB,5.199,0.834
248,DEVELOPMENTAL BIOLOGY,DEV BIOL,5.194,1.173
248,STRUCTURE AND BONDING,STRUCT BOND,5.194,0.556
250,JOURNAL OF COMBINATORIAL CHEMISTRY,J COMB CHEM,5.193,0.802
250,JOURNAL OF GENERAL PHYSIOLOGY,J GEN PHYSIOL,5.193,0.897
252,MEDICINE,MEDICINE,5.188,0.378
253,STROKE,STROKE,5.176,1.024
254,NEUROBIOLOGY OF DISEASE,NEUROBIOL DIS,5.153,0.75
255,ANNUAL REVIEW OF ENTOMOLOGY,ANNU REV ENTOMOL,5.151,2
256,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,CANCER EPIDEM BIOMAR,5.14,0.461
257,DIABETOLOGIA,DIABETOLOGIA,5.136,0.879
258,HUMAN GENE THERAPY,HUM GENE THER,5.132,1.033
259,ASTRONOMICAL JOURNAL,ASTRON J,5.119,1.244
260,RNA-A PUBLICATION OF THE RNA SOCIETY,RNA,5.099,0.908
261,ENDOCRINOLOGY,ENDOCRINOLOGY,5.095,0.802
262,ANALYTICAL CHEMISTRY,ANAL CHEM,5.094,0.85
263,HUMAN BRAIN MAPPING,HUM BRAIN MAPP,5.076,0.683
264,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,AM J PHYSIOL-RENAL,5.044,0.73
265,NANO LETTERS,NANO LETT,5.033,1.146
266,KIDNEY INTERNATIONAL,KIDNEY INT,5.016,0.813
267,HYPERTENSION,HYPERTENSION,5.013,0.899
268,PHYSICS TODAY,PHYS TODAY,5,0.685
268,TOPICS IN CURRENT CHEMISTRY,TOP CURR CHEM,5,1.806
270,JOURNAL OF HEPATOLOGY,J HEPATOL,4.974,0.88
271,JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,4.969,0.53
272,CURRENT MEDICINAL CHEMISTRY,CURR MED CHEM,4.966,0.404
273,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,J NEUROPATH EXP NEUR,4.955,0.583
274,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,4.94,1.285
275,AMERICAN JOURNAL OF MEDICINE,AM J MED,4.904,0.837
276,CELLULAR MICROBIOLOGY,CELL MICROBIOL,4.895,0.657
277,CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY,CURR TOP DEV BIOL,4.875,Not Available
278,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,4.857,0.868
279,JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,4.845,0.807
280,RADIOLOGY,RADIOLOGY,4.844,0.532
281,PROGRESS IN NUCLEIC ACID RESEARCH AND MOLECULAR BIOLOGY,PROG NUCLEIC ACID RE,4.839,0.636
282,EUROPEAN JOURNAL OF IMMUNOLOGY,EUR J IMMUNOL,4.832,0.717
283,PAIN,PAIN,4.829,0.402
284,ADVANCES IN PARASITOLOGY,ADV PARASIT,4.818,0
285,EVOLUTIONARY ANTHROPOLOGY,EVOL ANTHROPOL,4.815,0.194
286,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,4.808,0.722
287,CLINICAL CHEMISTRY,CLIN CHEM,4.788,0.846
288,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,4.757,0.978
289,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,4.75,1.205
290,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,4.749,1.919
291,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,4.731,0.938
292,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,4.73,0.5
293,EXPERIMENTAL CELL RESEARCH,EXP CELL RES,4.712,0.581
294,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,ADV EXP SOC PSYCHOL,4.7,0.714
295,LEUKEMIA,LEUKEMIA,4.693,0.519
296,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,4.692,0.901
296,CURRENT PHARMACEUTICAL DESIGN,CURR PHARM DESIGN,4.692,0.517
298,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,BBA-BIOENERGETICS,4.678,0.585
299,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,MON NOT R ASTRON SOC,4.671,1.16
300,PHYSIOLOGICAL GENOMICS,PHYSIOL GENOMICS,4.667,0.453
301,ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,4.656,0.74
302,JOURNAL OF PHYSIOLOGY-LONDON,J PHYSIOL-LONDON,4.65,0.861
303,BIOPHYSICAL JOURNAL,BIOPHYS J,4.643,1.046
304,PROGRESS IN OPTICS,PROG OPTICS,4.632,0.429
305,BIOINFORMATICS,BIOINFORMATICS,4.615,0.58
306,GLIA,GLIA,4.6,0.511
307,BIOCHEMICAL JOURNAL,BIOCHEM J,4.589,0.672
308,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,4.587,0.64
309,JOURNAL OF GENE MEDICINE,J GENE MED,4.567,0.515
310,JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,4.566,0.873
311,JOURNAL OF PATHOLOGY,J PATHOL,4.563,0.783
312,PLANT MOLECULAR BIOLOGY,PLANT MOL BIOL,4.529,0.794
313,ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,ADV ATOM MOL OPT PHY,4.524,Not Available
314,YALE LAW JOURNAL,YALE LAW J,4.523,0.972
315,MOLECULAR AND CELLULAR NEUROSCIENCE,MOL CELL NEUROSCI,4.519,0.5
316,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,4.497,0.824
317,GENETICS,GENETICS,4.483,0.711
318,INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,INT REV CYTOL,4.417,0.758
319,JOURNAL OF MOLECULAR DIAGNOSTICS,J MOL DIAGN,4.404,0.406
320,AMERICAN NATURALIST,AM NAT,4.385,0.659
321,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,4.374,1.08
321,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,4.374,1.08
323,CELLULAR SIGNALLING,CELL SIGNAL,4.362,0.92
324,JOURNAL OF MOLECULAR ENDOCRINOLOGY,J MOL ENDOCRINOL,4.359,0.385
325,PHYSICAL REVIEW D,PHYS REV D,4.358,1.668
326,THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,4.357,0.542
327,GENES TO CELLS,GENES CELLS,4.337,0.567
328,ARCHIVES OF NEUROLOGY,ARCH NEUROL-CHICAGO,4.336,0.74
328,CURRENT OPINION IN NEUROLOGY,CURR OPIN NEUROL,4.336,0.321
330,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.333,0.805
330,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.333,0.805
332,ELECTROPHORESIS,ELECTROPHORESIS,4.325,0.54
333,JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,4.312,0.895
