Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Immediacy Index
102,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,8.391,1.222
103,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,8.341,1.974
104,BIOESSAYS,BIOESSAYS,8.314,1.03
105,CANCER RESEARCH,CANCER RES,8.302,1.107
106,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,PROG BIOPHYS MOL BIO,8.286,0.333
107,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,8.255,1.614
108,JOURNAL OF NEUROSCIENCE,J NEUROSCI,8.178,1.203
109,HEPATOLOGY,HEPATOLOGY,8.096,1.286
110,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,8.027,0.539
111,PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,7.96,0.286
112,REVIEWS OF GEOPHYSICS,REV GEOPHYS,7.944,0.889
113,JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,7.929,0.333
114,NEUROIMAGE,NEUROIMAGE,7.879,0.784
115,ALDRICHIMICA ACTA,ALDRICHIM ACTA,7.846,0.714
116,ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS,ANNU REV ASTRON ASTR,7.839,0.143
117,ANNUAL REVIEW OF NUTRITION,ANNU REV NUTR,7.784,0.3
118,ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,ADV PHYS ORG CHEM,7.75,0
119,BRAIN RESEARCH REVIEWS,BRAIN RES REV,7.72,0.133
120,DIABETES,DIABETES,7.7,1.417
120,MOLECULAR BIOLOGY OF THE CELL,MOL BIOL CELL,7.7,1.28
122,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,7.674,0.655
123,SYSTEMATIC BIOLOGY,SYST BIOL,7.651,0.84
124,ANNUAL REVIEW OF PHYSICAL CHEMISTRY,ANNU REV PHYS CHEM,7.609,1
125,HARVARD LAW REVIEW,HARVARD LAW REV,7.534,2.065
126,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,7.476,0.611
127,CURRENT BIOLOGY,CURR BIOL,7.46,1.447
128,ADVANCES IN ORGANOMETALLIC CHEMISTRY,ADV ORGANOMET CHEM,7.417,0.833
129,BRAIN,BRAIN,7.407,1.05
130,ARTHRITIS AND RHEUMATISM,ARTHRITIS RHEUM,7.389,0.705
131,JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,7.258,1.239
132,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,7.192,0.812
133,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,7.173,0.885
134,AMERICAN JOURNAL OF PATHOLOGY,AM J PATHOL,7.103,0.937
135,MOLECULAR MEDICINE TODAY,MOL MED TODAY,7.088,Not Available
136,JOURNAL OF IMMUNOLOGY,J IMMUNOL,7.065,1.055
137,CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,7.028,1.086
138,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,7,0.337
139,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,6.913,0.844
139,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,6.913,0.844
141,STRUCTURE,STRUCTURE,6.903,1.088
142,AIDS,AIDS,6.881,1.128
143,ADVANCES IN CATALYSIS,ADV CATAL,6.846,Not Available
144,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,6.807,0.878
144,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,6.807,0.878
146,ONCOGENE,ONCOGENE,6.737,0.617
147,JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,6.736,0.77
147,JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,6.736,0.77
149,MOLECULAR ENDOCRINOLOGY,MOL ENDOCRINOL,6.725,1.006
150,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,ANNU REV NUCL PART S,6.69,0
151,ANNALS OF SURGERY,ANN SURG,6.674,0.79
152,PHYSICAL REVIEW LETTERS,PHYS REV LETT,6.668,1.513
153,ADVANCES IN NUCLEAR PHYSICS,ADV NUCL PHYS,6.667,Not Available
154,ARCHIVES OF INTERNAL MEDICINE,ARCH INTERN MED,6.661,1.201
155,CRITICAL REVIEWS IN TOXICOLOGY,CRIT REV TOXICOL,6.64,0.257
156,BRITISH MEDICAL JOURNAL,BRIT MED J,6.629,3.192
157,CEREBRAL CORTEX,CEREB CORTEX,6.578,0.709
158,PROGRESS IN OPTICS,PROG OPTICS,6.545,Not Available
159,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,6.523,1
160,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,6.432,0.884
161,SEMINARS IN LIVER DISEASE,SEMIN LIVER DIS,6.402,0.605
162,MOLECULAR MICROBIOLOGY,MOL MICROBIOL,6.398,1.152
163,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,J AM COLL CARDIOL,6.374,1.171
164,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,6.373,1.495
165,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,6.337,0.725
166,DIABETOLOGIA,DIABETOLOGIA,6.299,0.893
167,INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,INT REV CYTOL,6.283,0.881
168,AMERICAN PSYCHOLOGIST,AM PSYCHOL,6.258,1.237
169,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,6.25,0.95
170,ADVANCES IN PROTEIN CHEMISTRY,ADV PROTEIN CHEM,6.24,0.659
171,ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,ANNU REV ECOL SYST,6.238,0.105
172,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,6.23,0.697
173,NUCLEAR PHYSICS B,NUCL PHYS B,6.226,1.393
174,JOURNAL OF CELL SCIENCE,J CELL SCI,6.213,1.109
175,GUT,GUT,6.17,1.15
176,MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,6.143,0.333
177,HUMAN MUTATION,HUM MUTAT,6.134,1.25
177,PARASITOLOGY TODAY,PARASITOL TODAY,6.134,Not Available
179,AMERICAN JOURNAL OF MEDICINE,AM J MED,6.106,1.243
180,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,J AM CHEM SOC,6.079,1.127
181,CRITICAL REVIEWS IN IMMUNOLOGY,CRIT REV IMMUNOL,6.07,0.05
182,ADVANCES IN POLYMER SCIENCE,ADV POLYM SCI,6.053,1
183,EMBO REPORTS,EMBO REP,6.046,1.19
184,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,6.022,0.8
185,CHEMISTRY & BIOLOGY,CHEM BIOL,5.987,0.966
186,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,5.979,1.192
186,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,5.979,1.192
188,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,5.968,1.079
189,BIOCHEMICAL SOCIETY SYMPOSIUM,BIOCHEM SOC SYMP,5.957,0.241
190,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,5.956,0.993
191,ASTROPHYSICAL JOURNAL,ASTROPHYS J,5.921,1.456
192,RECENT PROGRESS IN HORMONE RESEARCH,RECENT PROG HORM RES,5.903,1.1
193,GENE THERAPY,GENE THER,5.893,0.681
194,ADVANCES IN MICROBIAL PHYSIOLOGY,ADV MICROB PHYSIOL,5.867,0.833
195,JOURNAL OF MOLECULAR BIOLOGY,J MOL BIOL,5.826,0.918
196,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,5.823,0.891
197,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,5.816,0.945
198,TOPICS IN CURRENT CHEMISTRY,TOP CURR CHEM,5.8,0.719
199,PLANT JOURNAL,PLANT J,5.792,0.962
200,NATURAL PRODUCT REPORTS,NAT PROD REP,5.772,0.97
201,CURRENT MEDICINAL CHEMISTRY,CURR MED CHEM,5.76,0.505
202,PSYCHOLOGICAL REVIEW,PSYCHOL REV,5.756,1.5
202,PSYCHOLOGICAL REVIEW,PSYCHOL REV,5.756,1.5
204,HUMAN GENE THERAPY,HUM GENE THER,5.751,0.848
205,CRITICAL REVIEWS IN NEUROBIOLOGY,CRIT REV NEUROBIOL,5.75,Not Available
206,HUMAN BRAIN MAPPING,HUM BRAIN MAPP,5.688,0.965
207,ADVANCES IN APPLIED MECHANICS,ADV APPL MECH,5.667,0.2
208,MOLECULAR THERAPY,MOL THER,5.64,0.984
209,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,J TOXICOL ENV HEAL B,5.632,0.333
210,JOURNAL OF VIROLOGY,J VIROL,5.622,0.992
211,QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,5.588,0.857
212,ADVANCED MATERIALS,ADV MATER,5.579,0.789
213,DEVELOPMENTAL BIOLOGY,DEV BIOL,5.558,1.015
214,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,5.551,0.769
215,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,5.537,0.667
216,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,J NEUROPATH EXP NEUR,5.533,0.571
217,CLADISTICS-THE INTERNATIONAL JOURNAL OF THE WILLI HENNIG SOCIETY,CLADISTICS,5.529,0.423
218,REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,REV PHYSIOL BIOCH P,5.526,1.333
219,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,5.517,0.422
220,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,5.506,1.07
221,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,5.505,0.638
222,ANNUAL REVIEW OF FLUID MECHANICS,ANNU REV FLUID MECH,5.486,0.526
223,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,5.477,0.667
223,JOURNAL OF GENERAL PHYSIOLOGY,J GEN PHYSIOL,5.477,1.057
225,JOURNAL OF ENDOVASCULAR SURGERY,J ENDOVASC SURG,5.467,Not Available
226,MOLECULAR AND CELLULAR NEUROSCIENCE,MOL CELL NEUROSCI,5.446,0.804
227,ANNUAL REVIEW OF MATERIALS SCIENCE,ANNU REV MATER SCI,5.405,Not Available
228,DIABETES CARE,DIABETES CARE,5.404,1.296
229,ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,ADV CARBOHYD CHEM BI,5.4,0.6
230,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,BBA-BIOENERGETICS,5.381,1.635
231,HYPERTENSION,HYPERTENSION,5.364,0.674
232,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,5.357,1.028
233,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,5.333,1.407
234,STROKE,STROKE,5.33,0.811
235,MEDICINE,MEDICINE,5.317,0.286
236,BIOLOGICAL REVIEWS,BIOL REV,5.303,0.526
237,MOLECULAR PHARMACOLOGY,MOL PHARMACOL,5.297,0.942
238,AGE,AGE,5.294,Not Available
239,WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,5.25,0
240,COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,5.224,0.802
241,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,5.214,1.519
242,NEUROLOGY,NEUROLOGY,5.212,0.74
242,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,5.212,0.579
244,MEDICINAL RESEARCH REVIEWS,MED RES REV,5.196,0.462
245,EUROPEAN PHYSICAL JOURNAL C,EUR PHYS J C,5.194,0.579
246,VITAMINS AND HORMONES-ADVANCES IN RESEARCH AND APPLICATIONS,VITAM HORM,5.178,0.5
247,ADVANCES IN GENETICS INCORPORATING MOLECULAR GENETIC MEDICINE,ADV GENET,5.167,0.699
248,JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,J CLIN ENDOCR METAB,5.16,0.653
249,EUROPEAN HEART JOURNAL,EUR HEART J,5.153,1.54
250,PLANT PHYSIOLOGY,PLANT PHYSIOL,5.105,1.044
251,STRUCTURE AND BONDING,STRUCT BOND,5.1,0.615
252,JOURNAL OF MEDICAL GENETICS,J MED GENET,5.098,1.871
253,EXPERIMENTAL CELL RESEARCH,EXP CELL RES,5.096,0.77
254,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,5.082,0.547
255,CLINICAL CANCER RESEARCH,CLIN CANCER RES,5.076,0.585
256,JOURNAL OF PATHOLOGY,J PATHOL,5.064,0.593
257,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,5.061,1.028
258,REVIEWS IN MEDICAL VIROLOGY,REV MED VIROL,5.05,0.56
259,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,5.021,1.051
260,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,5.006,1
261,CHEMISTRY AND PHYSICS OF CARBON,CHEM PHYS CARBON,5,0.25
261,PROGRESS IN QUANTUM ELECTRONICS,PROG QUANT ELECTRON,5,0
261,YALE LAW JOURNAL,YALE LAW J,5,0.879
264,EUROPEAN JOURNAL OF IMMUNOLOGY,EUR J IMMUNOL,4.99,0.622
265,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,4.976,0.833
266,ENDOCRINOLOGY,ENDOCRINOLOGY,4.971,0.843
267,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,4.91,0.944
267,THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,4.91,0.674
269,JOURNAL OF GENE MEDICINE,J GENE MED,4.835,0.552
270,JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,4.834,0.844
271,KIDNEY INTERNATIONAL,KIDNEY INT,4.815,0.701
272,GENETICS,GENETICS,4.803,0.872
273,PROCEEDINGS OF THE ASSOCIATION OF AMERICAN PHYSICIANS,P ASSOC AM PHYSICIAN,4.797,Not Available
274,COLUMBIA LAW REVIEW,COLUMBIA LAW REV,4.796,1.711
275,PHYSICS TODAY,PHYS TODAY,4.79,1.064
276,RADIOLOGY,RADIOLOGY,4.759,0.496
277,JOURNAL OF HEPATOLOGY,J HEPATOL,4.75,0.741
278,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,4.742,0.316
279,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.735,0.551
279,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.735,0.551
281,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,4.715,0.544
282,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,MON NOT R ASTRON SOC,4.681,1.191
283,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,MONOGR SOC RES CHILD,4.667,0.5
284,JOURNAL OF INVESTIGATIVE DERMATOLOGY,J INVEST DERMATOL,4.645,0.456
285,BIOPHYSICAL JOURNAL,BIOPHYS J,4.636,1.016
285,JOURNAL OF BIOMOLECULAR NMR,J BIOMOL NMR,4.636,0.496
287,CHEMISTRY-A EUROPEAN JOURNAL,CHEM-EUR J,4.614,0.859
288,ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,ADV ATOM MOL OPT PHY,4.576,0.3
289,CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY,CURR TOP DEV BIOL,4.571,0.727
290,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,ANTIMICROB AGENTS CH,4.562,0.822
291,CELLULAR MICROBIOLOGY,CELL MICROBIOL,4.557,0.816
292,MUTATION RESEARCH-DNA REPAIR,MUTAT RES-DNA REPAIR,4.556,0.474
293,CARDIOVASCULAR RESEARCH,CARDIOVASC RES,4.552,1.057
294,CARCINOGENESIS,CARCINOGENESIS,4.543,0.624
295,PAIN,PAIN,4.541,0.656
296,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,4.539,0.59
297,ANALYTICAL CHEMISTRY,ANAL CHEM,4.532,0.824
298,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,AM J PHYSIOL-RENAL,4.523,0.843
299,JOURNAL OF LEUKOCYTE BIOLOGY,J LEUKOCYTE BIOL,4.516,0.377
300,ANNUAL REVIEW OF ENTOMOLOGY,ANNU REV ENTOMOL,4.51,1.417
300,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,4.51,0.701
302,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,4.5,0.8
302,RNA-A PUBLICATION OF THE RNA SOCIETY,RNA,4.5,0.908
304,NEUROBIOLOGY OF AGING,NEUROBIOL AGING,4.49,0.515
305,JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,J PHYS CHEM REF DATA,4.488,0
306,NEUROBIOLOGY OF DISEASE,NEUROBIOL DIS,4.487,0.646
307,JOURNAL OF PHYSIOLOGY-LONDON,J PHYSIOL-LONDON,4.476,0.735
308,MOLECULAR DIVERSITY,MOL DIVERS,4.444,Not Available
309,DRUGS,DRUGS,4.442,0.436
310,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,4.416,0.925
310,GENES CHROMOSOMES & CANCER,GENE CHROMOSOME CANC,4.416,0.812
312,CLIMATE DYNAMICS,CLIM DYNAM,4.384,0.633
313,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,4.383,0.955
314,PHYSICS LETTERS B,PHYS LETT B,4.377,1.092
315,CLINICAL CHEMISTRY,CLIN CHEM,4.371,1.14
315,PHARMACOGENETICS,PHARMACOGENETICS,4.371,0.584
317,CURRENT TOPICS IN CELLULAR REGULATION,CURR TOP CELL REGUL,4.364,Not Available
318,PHYSICAL REVIEW D,PHYS REV D,4.363,1.523
319,MOLECULAR MEMBRANE BIOLOGY,MOL MEMBR BIOL,4.352,0.344
320,ADVANCES IN GEOPHYSICS,ADV GEOPHYS,4.333,1
320,HIPPOCAMPUS,HIPPOCAMPUS,4.333,0.645
322,BIOCHEMICAL JOURNAL,BIOCHEM J,4.326,0.743
323,AMERICAN NATURALIST,AM NAT,4.317,0.644
324,LEUKEMIA,LEUKEMIA,4.293,0.446
325,REVIEWS OF REPRODUCTION,REV REPROD,4.292,Not Available
326,JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,4.285,0.618
327,ELECTROPHORESIS,ELECTROPHORESIS,4.282,0.482
